date,target
2022-09-06 10:02:03,15
2022-09-07 10:02:03,13
2022-09-08 10:02:03,18
2022-09-09 10:02:03,15
2022-09-10 10:02:03,10
2022-09-11 10:02:03,7
2022-09-12 10:02:03,12
2022-09-13 10:02:03,0
2022-09-14 10:02:03,19
2022-09-15 10:02:03,14
2022-09-16 10:02:03,15
2022-09-17 10:02:03,7
2022-09-18 10:02:03,3
2022-09-19 10:02:03,3
2022-09-20 10:02:03,0
2022-09-21 10:02:03,7
2022-09-22 10:02:03,6
2022-09-23 10:02:03,6
2022-09-24 10:02:03,6
2022-09-25 10:02:03,4
2022-09-26 10:02:03,8
2022-09-27 10:02:03,5
2022-09-28 10:02:03,8
2022-09-29 10:02:03,6
2022-09-30 10:02:03,5
2022-10-01 10:02:03,3
2022-10-02 10:02:03,3
2022-10-03 10:02:03,3
2022-10-04 10:02:03,8
2022-10-05 10:02:03,3
2022-10-06 10:02:03,4
2022-10-07 10:02:03,4
2022-10-08 10:02:03,0
2022-10-09 10:02:03,6
2022-10-10 10:02:03,6
